Gender,Age,Сredit_sum,Currency,Term_of_crediting_in day,Interest rate_%,Duration_of_stay_in_a_sity ,Maritial_status,Children,Job_position,Tenure_with_current_employer,Term_of_existence_of_enterprise,Company_type,Number_of_employees_in_kompany ,Income_customer,Costs_customer,goal_credit,Result
Male,34,5100,UAH,1080,18,120_9999,MARRIED,c1,AS,12_18,12_24,HI,100_9999,1424,755,consumer_credit,good
Female,37,3300,UAH,1080,18,120_9999,DIVORCED,c1,AS,120_9999,120_9999,HI,100_9999,1106,664,consumer_credit,good
Female,49,4200,UAH,1080,16,120_9999,MARRIED,c0,AS,0_3,12_24,FS,100_9999,698,332,consumer_credit,good
Female,27,30000,UAH,2520,17,120_9999,SINGLE,c1,TM,24_60,24_60,CA,0_5,5604,846,overhaul,good
Female,30,2500,UAH,1080,16,120_9999,MARRIED,c0,AS,120_9999,120_9999,FS,100_9999,657,332,consumer_credit,good
Male,46,4700,UAH,1080,18,120_9999,SINGLE,c0,AS,24_60,24_60,HI,100_9999,1320,423,consumer_credit,good
Male,46,2600,UAH,360,17,120_9999,MARRIED,c1,AS,0_3,0_12,HI,100_9999,1079,664,consumer_credit,good
Male,41,6100,UAH,1080,18,120_9999,MARRIED,c1,AS,24_60,24_60,HI,100_9999,1079,423,consumer_credit,good
Male,32,4170,UAH,1080,18,120_9999,MARRIED,c1,AS,60_120,60_120,HI,100_9999,1155,755,consumer_credit,good
Male,43,5600,UAH,1080,18,120_9999,MARRIED,c1,AS,60_120,60_120,HI,100_9999,1557,846,consumer_credit,good
Male,50,2000,UAH,1080,18,60_120,MARRIED,c1,AS,0_3,0_12,HI,100_9999,1074,846,consumer_credit,good
Female,39,2940,UAH,1080,18,120_9999,SINGLE,c0,AS,60_120,60_120,HI,100_9999,815,423,consumer_credit,good
Male,30,5000,UAH,360,17,120_9999,MARRIED,c0,AS,24_60,120_9999,HI,100_9999,1758,423,consumer_credit,good
Female,57,2200,UAH,1080,18,120_9999,DIVORCED,c0,AS,24_60,120_9999,HI,100_9999,614,423,consumer_credit,bad
Male,41,3500,UAH,1080,18,12_24,SINGLE,c0,AS,24_60,120_9999,HI,100_9999,981,423,consumer_credit,good
Male,28,4400,UAH,1080,18,60_120,SINGLE,c0,AS,120_9999,120_9999,HI,100_9999,1219,423,consumer_credit,good
Male,47,7500,UAH,1080,18,120_9999,SINGLE,c0,AS,60_120,60_120,HI,100_9999,2088,423,consumer_credit,good
Female,30,2500,UAH,1080,18,120_9999,SINGLE,c1,AS,24_60,24_60,HI,100_9999,706,423,consumer_credit,good
Female,41,1792,UAH,1080,18,120_9999,SINGLE,c0,AS,12_18,12_24,HI,100_9999,499,332,consumer_credit,good
Male,26,3765,UAH,1080,18,12_24,DIVORCED,c0,AS,12_18,12_24,HI,100_9999,1017,423,consumer_credit,good
Male,57,5100,UAH,1080,18,60_120,MARRIED,c0,AS,24_60,24_60,HI,100_9999,1694,423,consumer_credit,good
Male,57,5000,UAH,720,18,120_9999,SINGLE,c0,AS,60_120,60_120,HI,100_9999,1520,846,consumer_credit,good
Female,48,5000,UAH,1080,18,120_9999,DIVORCED,c2,AS,120_9999,120_9999,HI,100_9999,1392,996,consumer_credit,good
Female,45,2400,UAH,360,17,120_9999,DIVORCED,c0,AS,120_9999,120_9999,HI,100_9999,686,332,consumer_credit,good
Male,45,5000,UAH,1080,18,120_9999,MARRIED,c2,AS,24_60,24_60,HI,100_9999,1527,996,consumer_credit,good
Male,32,2500,UAH,1080,18,120_9999,SINGLE,c0,AS,24_60,24_60,HI,100_9999,751,423,consumer_credit,good
Female,38,3500,UAH,360,24,120_9999,DIVORCED,c0,AS,60_120,60_120,HI,100_9999,934,423,consumer_credit,good
Male,52,4400,UAH,1080,18,120_9999,MARRIED,c1,AS,120_9999,120_9999,HI,100_9999,1241,846,consumer_credit,good
Male,36,2000,UAH,360,18,120_9999,MARRIED,c2,AS,24_60,24_60,HI,100_9999,1590,1087,consumer_credit,good
Male,36,4600,UAH,360,18,120_9999,MARRIED,c0,AS,24_60,24_60,HI,100_9999,1295,423,consumer_credit,good
Male,36,2900,UAH,540,19,120_9999,MARRIED,c0,AS,24_60,24_60,HI,100_9999,806,423,consumer_credit,good
Male,26,2000,UAH,360,18,60_120,MARRIED,c0,AS,0_3,24_60,HI,100_9999,757,423,consumer_credit,good
Female,28,3350,UAH,1080,19,60_120,MARRIED,c1,AS,60_120,60_120,HI,100_9999,938,664,consumer_credit,good
Male,36,5100,UAH,360,18,24_60,SINGLE,c0,AS,24_60,24_60,HI,100_9999,1436,423,consumer_credit,good
Male,27,4500,UAH,1080,18,120_9999,MARRIED,c1,AS,120_9999,120_9999,HI,100_9999,1247,846,consumer_credit,good
Male,38,3000,UAH,1080,18,120_9999,MARRIED,c1,AS,12_18,12_24,HI,100_9999,982,755,consumer_credit,good
Male,36,2000,UAH,360,17,24_60,SINGLE,c0,AS,24_60,24_60,HI,100_9999,865,425,consumer_credit,good
Male,29,5000,UAH,360,17,120_9999,MARRIED,c1,AS,60_120,120_9999,HI,100_9999,1941,850,consumer_credit,good
Male,29,8000,UAH,720,18,24_60,MARRIED,c2,AS,24_60,24_60,HI,100_9999,2546,1269,consumer_credit,good
Female,36,3800,UAH,360,17,60_120,SINGLE,c0,AS,12_18,12_24,HI,100_9999,1082,425,consumer_credit,good
Male,26,4000,UAH,360,18,60_120,SINGLE,c0,AS,60_120,60_120,HI,100_9999,1793,850,consumer_credit,good
Female,48,4500,UAH,360,18,60_120,MARRIED,c1,AS,60_120,120_9999,HI,100_9999,1731,430,consumer_credit,good
Female,62,2500,UAH,1080,19,60_120,DIVORCED,c1,AS,60_120,60_120,HI,100_9999,1255,850,consumer_credit,good
Female,47,4000,UAH,720,19,120_9999,DIVORCED,c0,AS,120_9999,120_9999,HI,100_9999,1128,426,consumer_credit,good
Male,56,2600,UAH,1080,18,120_9999,MARRIED,c0,AS,24_60,60_120,HI,100_9999,876,445,consumer_credit,good
Male,60,7400,UAH,1080,18,60_120,MARRIED,c1,AS,24_60,24_60,HI,100_9999,2053,846,consumer_credit,good
Male,32,5000,UAH,360,17,120_9999,SINGLE,c0,AS,120_9999,120_9999,HI,100_9999,1588,560,consumer_credit,good
Female,52,4100,UAH,360,17,120_9999,SINGLE,c0,AS,120_9999,120_9999,HI,100_9999,1162,425,consumer_credit,good
Female,57,6300,UAH,360,17,120_9999,MARRIED,c0,AS,120_9999,120_9999,HI,100_9999,1861,430,consumer_credit,good
Male,57,1000,UAH,360,17,120_9999,SINGLE,c0,AS,12_18,12_24,HI,100_9999,1003,445,consumer_credit,good
Male,27,4000,UAH,720,18,120_9999,MARRIED,c1,AS,60_120,60_120,HI,100_9999,1511,846,consumer_credit,good
Male,32,5000,UAH,360,17,120_9999,MARRIED,c1,AS,60_120,60_120,HI,100_9999,1790,846,consumer_credit,good
Male,37,3700,UAH,720,18,120_9999,MARRIED,c1,AS,12_18,12_24,HI,100_9999,1248,852,consumer_credit,good
Female,27,3500,UAH,1080,18,120_9999,DIVORCED,c1,AS,60_120,60_120,HI,100_9999,1175,846,consumer_credit,good
Female,39,3200,UAH,720,18,120_9999,DIVORCED,c1,AS,120_9999,120_9999,HI,100_9999,1072,423,consumer_credit,good
Male,49,5000,UAH,360,17,120_9999,MARRIED,c1,MM,24_60,120_9999,HI,100_9999,2255,500,consumer_credit,good
Male,62,5000,UAH,360,18,12_24,MARRIED,c1,AS,60_120,60_120,HI,100_9999,2226,846,consumer_credit,good
Female,29,6500,UAH,540,18,120_9999,MARRIED,c1,AS,60_120,60_120,HI,100_9999,1814,846,consumer_credit,good
Male,29,6400,UAH,1080,18,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,1783,423,consumer_credit,good
Male,48,6600,UAH,360,17,120_9999,MARRIED,c1,MM,24_60,60_120,HI,100_9999,3300,846,consumer_credit,good
Female,34,10000,UAH,360,17,120_9999,DIVORCED,c1,MM,120_9999,120_9999,HI,100_9999,2792,846,consumer_credit,good
Female,57,6000,UAH,1080,18,120_9999,MARRIED,c2,MM,120_9999,120_9999,HI,100_9999,1896,1200,consumer_credit,good
Female,46,4700,UAH,1080,18,120_9999,DIVORCED,c0,AS,60_120,120_9999,HI,100_9999,1311,423,consumer_credit,good
Female,47,3000,UAH,360,17,0_3,SINGLE,c0,AS,0_3,0_12,HI,100_9999,1362,425,consumer_credit,good
Female,32,2500,UAH,360,17,120_9999,DIVORCED,c0,AS,60_120,60_120,HI,100_9999,1706,423,consumer_credit,good
Male,31,4300,UAH,360,17,120_9999,SINGLE,c0,MM,0_3,60_120,HI,100_9999,1765,446,consumer_credit,good
Female,34,5800,UAH,1080,18,120_9999,MARRIED,c1,AS,24_60,24_60,HI,100_9999,1851,846,consumer_credit,good
Female,29,3000,UAH,1080,18,120_9999,DIVORCED,c2,AS,60_120,120_9999,HI,100_9999,1471,996,consumer_credit,good
Female,41,2000,UAH,1080,18,120_9999,MARRIED,c2,AS,120_9999,120_9999,HI,100_9999,1482,996,consumer_credit,good
Female,42,2000,UAH,360,17,120_9999,MARRIED,c1,AS,60_120,60_120,HI,100_9999,1799,846,consumer_credit,good
Female,53,5300,UAH,1080,18,120_9999,MARRIED,c1,AS,24_60,24_60,HI,100_9999,1479,846,consumer_credit,good
Female,30,5900,UAH,1080,18,120_9999,SINGLE,c0,AS,120_9999,120_9999,HI,100_9999,1639,423,consumer_credit,good
Female,49,5500,UAH,360,17,120_9999,MARRIED,c0,AS,120_9999,120_9999,HI,100_9999,1597,423,consumer_credit,good
Female,57,5000,UAH,1080,18,120_9999,MARRIED,c1,AS,24_60,120_9999,HI,100_9999,2354,946,consumer_credit,good
Female,45,2000,UAH,360,17,120_9999,SINGLE,c0,AS,24_60,24_60,HI,100_9999,1539,423,consumer_credit,good
Female,27,10000,UAH,1080,18,120_9999,MARRIED,c1,AS,60_120,120_9999,HI,100_9999,4490,846,consumer_credit,good
Female,44,3000,UAH,720,18,120_9999,MARRIED,c2,AS,0_3,0_12,HI,100_9999,1658,996,consumer_credit,good
Female,33,4000,UAH,1080,18,120_9999,MARRIED,c1,AS,12_18,12_24,HI,100_9999,1233,755,consumer_credit,good
Male,39,1200,USD,360,13,24_60,SINGLE,c0,MM,24_60,60_120,HI,100_9999,2042,423,consumer_credit,good
Female,61,3500,UAH,720,18,120_9999,MARRIED,c0,AS,12_18,12_24,HI,100_9999,989,423,consumer_credit,good
Female,51,10000,UAH,720,18,120_9999,DIVORCED,c1,AS,24_60,120_9999,HI,100_9999,3645,1383,consumer_credit,good
Female,48,3000,UAH,1080,18,120_9999,MARRIED,c1,AS,60_120,120_9999,HI,100_9999,1625,846,consumer_credit,good
Female,48,7000,UAH,360,17,120_9999,DIVORCED,c1,MM,0_3,120_9999,HI,100_9999,1996,846,consumer_credit,good
Female,40,6200,UAH,1080,18,120_9999,MARRIED,c2,AS,60_120,120_9999,HI,100_9999,1729,996,consumer_credit,good
Female,45,2500,UAH,360,17,120_9999,SINGLE,c1,AS,24_60,24_60,HI,100_9999,1488,846,consumer_credit,good
Female,53,6000,UAH,1080,18,120_9999,SINGLE,c0,AS,24_60,120_9999,HI,100_9999,1733,423,consumer_credit,good
Female,53,4000,UAH,360,17,120_9999,SINGLE,c0,AS,60_120,60_120,HI,100_9999,1966,423,consumer_credit,good
Male,30,4500,UAH,720,18,120_9999,SINGLE,c0,AS,60_120,60_120,HI,100_9999,1352,423,consumer_credit,good
Female,47,6000,UAH,360,17,120_9999,SINGLE,c0,AS,24_60,120_9999,HI,100_9999,1750,423,consumer_credit,good
Female,31,3500,UAH,720,18,120_9999,MARRIED,c0,AS,60_120,60_120,HI,100_9999,985,423,consumer_credit,good
Female,57,5500,UAH,360,17,120_9999,MARRIED,c0,AS,120_9999,120_9999,HI,100_9999,1637,423,consumer_credit,good
Female,37,4000,UAH,360,17,120_9999,SINGLE,c0,AS,60_120,60_120,HI,100_9999,1322,423,consumer_credit,good
Male,30,2700,UAH,720,18,120_9999,SINGLE,c0,AS,24_60,24_60,HI,100_9999,763,423,consumer_credit,good
Male,28,3000,UAH,360,17,120_9999,MARRIED,c0,AS,60_120,120_9999,HI,100_9999,1572,846,consumer_credit,good
Male,54,4000,UAH,360,17,120_9999,SINGLE,c0,AS,60_120,60_120,HI,100_9999,1188,423,consumer_credit,good
Male,30,5000,UAH,1080,18,120_9999,MARRIED,c2,AS,24_60,60_120,HI,100_9999,1847,1195,consumer_credit,good
Male,33,6000,UAH,720,18,120_9999,CIVILMARRIAGE,c2,AS,120_9999,120_9999,HI,100_9999,1845,1087,consumer_credit,good
Female,51,6200,UAH,1080,18,120_9999,MARRIED,c1,AS,60_120,120_9999,HI,100_9999,1717,846,consumer_credit,good
Male,34,5000,UAH,360,17,0_3,MARRIED,c1,AS,24_60,120_9999,HI,100_9999,2136,846,consumer_credit,good
Female,36,3000,UAH,720,18,120_9999,MARRIED,c0,AS,24_60,120_9999,HI,100_9999,1541,595,consumer_credit,good
Male,58,4500,UAH,1080,18,12_24,MARRIED,c1,AS,24_60,24_60,HI,100_9999,1587,996,consumer_credit,good
Female,32,5200,UAH,1080,19,120_9999,MARRIED,c1,AS,24_60,24_60,HI,100_9999,1463,846,consumer_credit,good
Female,41,3500,UAH,360,18,120_9999,MARRIED,c0,AS,0_3,0_12,HI,100_9999,1301,423,consumer_credit,good
Male,26,4000,UAH,1080,19,60_120,MARRIED,c1,AS,24_60,60_120,HI,100_9999,1253,723,consumer_credit,good
Female,32,4000,UAH,360,18,120_9999,DIVORCED,c0,AS,120_9999,120_9999,HI,100_9999,1132,423,consumer_credit,good
Female,46,5000,UAH,1080,19,120_9999,DIVORCED,c1,AS,120_9999,120_9999,HI,100_9999,1426,846,consumer_credit,good
Male,41,4500,UAH,720,19,120_9999,CIVILMARRIAGE,c0,AS,12_18,12_24,HI,100_9999,1288,423,consumer_credit,good
Female,41,2200,UAH,720,19,120_9999,SINGLE,c0,AS,0_3,24_60,HI,100_9999,624,332,consumer_credit,good
Female,25,4500,UAH,1080,19,120_9999,DIVORCED,c1,AS,24_60,120_9999,HI,100_9999,1290,764,consumer_credit,good
Female,48,3000,UAH,1080,19,120_9999,SINGLE,c1,AS,60_120,60_120,HI,100_9999,1200,755,consumer_credit,good
Female,31,8000,UAH,720,19,120_9999,SINGLE,c1,AS,120_9999,120_9999,HI,100_9999,2458,846,consumer_credit,good
Male,57,18850,UAH,2520,15,60_120,MARRIED,c0,AS,24_60,24_60,CI,100_9999,1412,400,flat,good
Male,29,40000,UAH,2520,17,120_9999,MARRIED,c1,MM,24_60,24_60,HI,100_9999,4909,1320,consumer_credit,good
Male,37,36700,UAH,2520,17,120_9999,DIVORCED,c1,AS,12_18,12_24,HI,100_9999,1859,580,flat,good
Male,34,38556,UAH,5400,15,120_9999,MARRIED,c1,MM,60_120,60_120,OT,31_50,2117,848,house,good
Male,32,54000,UAH,2520,17,120_9999,DIVORCED,c0,AS,60_120,60_120,OT,31_50,2414,424,flat,good
Male,37,350000,UAH,5400,15,120_9999,MARRIED,c1,AS,60_120,60_120,OT,6_15,13552,1272,auto,good
Female,34,5000,UAH,360,24,12_24,SINGLE,c0,AS,12_18,12_24,OT,100_9999,1226,423,consumer_credit,good
Male,31,6000,UAH,1080,16,60_120,MARRIED,c0,AS,24_60,24_60,OT,100_9999,562,0,consumer_credit,good
Female,31,2500,UAH,360,24,120_9999,MARRIED,c2,AS,120_9999,120_9999,OT,100_9999,1353,423,consumer_credit,good
Male,53,5000,UAH,360,24,24_60,MARRIED,c1,AS,60_120,60_120,OT,100_9999,1816,846,consumer_credit,good
Male,31,2000,UAH,360,24,24_60,MARRIED,c2,AS,60_120,60_120,OT,100_9999,1484,423,consumer_credit,good
Female,51,3000,UAH,360,24,12_24,SINGLE,c1,AS,60_120,60_120,OT,31_50,1632,846,consumer_credit,good
Male,44,25000,UAH,2520,17,120_9999,MARRIED,c0,AS,60_120,60_120,OT,31_50,1593,460,overhaul,good
Male,36,35000,UAH,1800,17,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,51_100,3698,500,overhaul,good
Female,49,3000,UAH,180,19,120_9999,SINGLE,c0,MM,60_120,12_24,OT,31_50,1779,423,consumer_credit,good
Female,28,25000,USD,3600,12,120_9999,DIVORCED,c1,TM,12_18,24_60,WB,6_15,4450,846,flat,good
Female,38,10000,UAH,180,15,120_9999,MARRIED,c2,TM,24_60,24_60,WB,0_5,3420,1269,consumer_credit,good
Female,38,49500,USD,2520,12,120_9999,MARRIED,c0,AS,0_3,0_12,HI,0_5,7837,423,flat,good
Female,47,70000,UAH,1800,15,120_9999,MARRIED,c0,TM,24_60,24_60,WB,6_15,4800,330,flat,good
Male,43,24000,UAH,2160,17,120_9999,MARRIED,c0,AS,24_60,24_60,HI,100_9999,1658,360,flat,good
Female,32,174625,UAH,4320,15,120_9999,MARRIED,c0,AS,24_60,24_60,HI,100_9999,7684,360,auto,good
Male,52,25500,UAH,2520,17,60_120,MARRIED,c1,AS,24_60,24_60,HI,100_9999,1508,370,house,good
Male,42,60000,UAH,360,13,120_9999,MARRIED,c1,AS,120_9999,120_9999,HI,100_9999,7122,360,consumer_credit,good
Female,35,1500,UAH,540,16,120_9999,SINGLE,c0,AS,12_18,24_60,FS,51_100,653,180,consumer_credit,bad
Female,35,2500,UAH,1080,16,12_24,SINGLE,c0,AS,24_60,24_60,FS,51_100,880,420,consumer_credit,good
Female,29,1100,UAH,360,25,120_9999,MARRIED,c0,AS,24_60,60_120,OT,51_100,417,180,consumer_credit,good
Male,50,600,UAH,360,16,60_120,SINGLE,c0,AS,60_120,12_24,OT,51_100,767,240,consumer_credit,good
Female,31,1750,UAH,360,25,120_9999,SINGLE,c0,AS,24_60,24_60,OT,51_100,518,180,consumer_credit,good
Female,47,7500,USD,2520,13,60_120,DIVORCED,c0,AS,12_18,12_24,OT,51_100,3810,480,flat,good
Male,39,3700,USD,2520,12,120_9999,SINGLE,c0,AS,24_60,60_120,ITT,6_15,1292,425,consumer_credit,good
Male,31,25491,USD,5400,13,60_120,CIVILMARRIAGE,c0,AS,0_3,0_12,ALC,6_15,4043,425,flat,good
Male,29,3300,UAH,1080,18,12_24,MARRIED,c1,AS,12_18,60_120,OT,31_50,2485,1270,consumer_credit,good
Male,38,482,USD,1080,13,24_60,SINGLE,c0,AS,0_3,0_12,FS,100_9999,813,500,consumer_credit,good
Female,28,17000,USD,2520,12,120_9999,MARRIED,c1,AS,120_9999,0_12,FMCG,31_50,4192,1300,consumer_credit,good
Male,56,30400,USD,3600,13,120_9999,MARRIED,c1,TM,24_60,24_60,AG,51_100,5611,1200,flat,good
Male,43,285549,UAH,2520,18,120_9999,MARRIED,c2,TM,60_120,60_120,CA,51_100,12000,1500,flat,good
Female,46,44800,USD,3600,13,120_9999,MARRIED,c0,SP,0_3,0_12,FS,100_9999,6597,800,flat,good
Female,32,3000,UAH,1080,16,120_9999,MARRIED,c2,MM,60_120,60_120,FS,100_9999,1847,1512,consumer_credit,good
Female,47,15000,USD,2520,13,120_9999,MARRIED,c0,TM,120_9999,120_9999,WB,31_50,2900,500,consumer_credit,good
Female,49,3000,UAH,720,18,120_9999,SINGLE,c1,AS,24_60,24_60,FS,31_50,1396,750,consumer_credit,good
Female,30,3000,UAH,1080,16,12_24,MARRIED,c0,AS,24_60,24_60,FS,100_9999,1295,990,consumer_credit,good
Female,32,2200,UAH,360,15,120_9999,MARRIED,c2,PE,120_9999,120_9999,FS,100_9999,1033,640,consumer_credit,good
Female,38,15000,UAH,1080,16,120_9999,MARRIED,c2,MM,24_60,24_60,FS,100_9999,4637,1480,consumer_credit,good
Female,35,4000,UAH,1080,16,120_9999,MARRIED,c0,AS,12_18,60_120,FS,100_9999,914,500,consumer_credit,good
Female,33,3000,UAH,1080,16,120_9999,MARRIED,c0,PE,120_9999,120_9999,FS,100_9999,637,425,consumer_credit,good
Female,60,3000,UAH,1080,16,120_9999,MARRIED,c0,PE,120_9999,120_9999,FS,100_9999,945,425,consumer_credit,good
Female,52,4100,UAH,720,16,120_9999,MARRIED,c0,PE,120_9999,120_9999,FS,100_9999,839,425,consumer_credit,good
Female,48,3700,UAH,1080,16,120_9999,DIVORCED,c0,PE,120_9999,120_9999,FS,100_9999,741,450,consumer_credit,good
Male,59,1000,USD,1080,12,120_9999,SINGLE,c0,PE,120_9999,120_9999,FS,100_9999,1026,450,consumer_credit,good
Male,30,3200,UAH,1080,16,120_9999,MARRIED,c1,PE,12_18,24_60,FS,100_9999,1974,850,consumer_credit,good
Female,45,4000,UAH,1080,16,120_9999,MARRIED,c0,PE,120_9999,120_9999,FS,100_9999,835,575,consumer_credit,good
Male,58,1800,USD,360,24,120_9999,MARRIED,c0,MM,24_60,120_9999,ITT,100_9999,6083,1334,consumer_credit,good
Male,50,1800,USD,360,14,120_9999,SINGLE,c0,AS,24_60,24_60,ITT,100_9999,1365,0,consumer_credit,good
Male,29,5000,USD,2520,13,120_9999,MARRIED,c1,AS,24_60,24_60,WB,100_9999,2029,1275,consumer_credit,good
Male,33,12600,USD,2520,12,120_9999,DIVORCED,c0,TM,24_60,24_60,OT,31_50,2490,700,consumer_credit,good
Male,27,6000,UAH,1080,16,60_120,SINGLE,c0,PE,12_18,120_9999,OT,100_9999,1176,200,consumer_credit,good
Female,26,7000,UAH,1080,16,60_120,SINGLE,c0,PE,24_60,120_9999,OT,100_9999,1449,500,consumer_credit,good
Male,26,2300,UAH,360,24,0_3,MARRIED,c1,AS,120_9999,120_9999,HI,100_9999,1021,262,consumer_credit,good
Female,45,3800,UAH,360,24,0_3,SINGLE,c2,TM,60_120,60_120,AG,51_100,902,262,consumer_credit,good
Male,55,3000,UAH,360,24,0_3,MARRIED,c1,AS,120_9999,120_9999,FMG,100_9999,805,262,consumer_credit,good
Female,37,1500,UAH,360,24,0_3,SINGLE,c0,AS,24_60,24_60,FMG,31_50,708,262,consumer_credit,good
Female,32,15000,UAH,720,16,120_9999,MARRIED,c2,PE,120_9999,120_9999,FS,6_15,1389,262,consumer_credit,good
Female,61,1200,UAH,360,24,0_3,MARRIED,c1,AS,120_9999,60_120,FMCG,51_100,508,262,consumer_credit,bad
Male,55,3000,UAH,360,24,120_9999,MARRIED,c2,AS,120_9999,60_120,FMCG,100_9999,931,262,consumer_credit,good
Female,51,2000,UAH,360,24,120_9999,MARRIED,c1,AS,120_9999,120_9999,EC,100_9999,697,262,consumer_credit,good
Female,57,5000,UAH,360,24,120_9999,MARRIED,c2,TM,12_18,12_24,ALC,0_5,1516,262,consumer_credit,good
Female,33,7000,UAH,360,24,120_9999,MARRIED,c1,TM,12_18,12_24,WB,0_5,10400,262,consumer_credit,good
Female,34,2100,UAH,360,24,120_9999,MARRIED,c2,AS,24_60,24_60,HI,100_9999,1011,262,consumer_credit,good
Female,48,600,UAH,360,24,120_9999,MARRIED,c1,AS,120_9999,120_9999,HI,100_9999,1259,262,consumer_credit,good
Female,33,1000,UAH,360,24,120_9999,MARRIED,c0,AS,60_120,60_120,FMG,100_9999,489,262,consumer_credit,good
Female,29,10000,UAH,360,24,120_9999,MARRIED,c2,TM,60_120,60_120,WB,0_5,20000,262,consumer_credit,good
Female,51,3500,UAH,360,24,120_9999,MARRIED,c0,AS,12_18,12_24,HI,100_9999,898,262,consumer_credit,good
Female,34,6000,UAH,360,24,120_9999,SINGLE,c1,AS,12_18,12_24,OT,51_100,1270,262,consumer_credit,good
Female,61,600,UAH,360,24,120_9999,MARRIED,c2,AS,24_60,24_60,OT,51_100,400,262,consumer_credit,good
Female,38,750,UAH,360,24,120_9999,MARRIED,c1,AS,120_9999,120_9999,FMCG,100_9999,515,262,consumer_credit,good
Female,52,2500,UAH,360,24,120_9999,SINGLE,c0,AS,24_60,24_60,HI,100_9999,886,262,consumer_credit,good
Female,30,2300,UAH,360,24,120_9999,SINGLE,c1,AS,120_9999,120_9999,EC,100_9999,906,262,consumer_credit,good
Female,57,1600,UAH,360,24,0_3,MARRIED,c1,AS,60_120,60_120,EC,100_9999,597,262,consumer_credit,bad
Female,33,10000,UAH,360,24,0_3,MARRIED,c1,TM,60_120,60_120,WB,0_5,10060,1262,consumer_credit,good
Male,50,2000,UAH,360,24,0_3,SINGLE,c0,AS,60_120,60_120,OT,100_9999,634,262,consumer_credit,good
Female,54,3000,UAH,360,24,120_9999,MARRIED,c2,AS,120_9999,120_9999,FMCG,100_9999,775,262,consumer_credit,good
Female,51,7750,UAH,1080,16,0_3,MARRIED,c2,PE,120_9999,120_9999,FS,6_15,1550,762,consumer_credit,good
Female,50,5000,UAH,1080,16,0_3,SINGLE,c0,PE,60_120,60_120,FS,6_15,1074,445,consumer_credit,good
Male,40,5000,UAH,360,24,0_3,MARRIED,c2,AS,24_60,24_60,HI,100_9999,1398,262,consumer_credit,good
Female,49,1600,UAH,360,24,0_3,SINGLE,c1,AS,24_60,24_60,OT,51_100,742,262,consumer_credit,good
Female,48,5000,UAH,360,24,0_3,MARRIED,c2,TM,24_60,24_60,OT,0_5,3424,262,consumer_credit,good
Male,54,1800,UAH,360,24,0_3,MARRIED,c2,AS,24_60,24_60,OT,51_100,618,262,consumer_credit,bad
Male,41,900,UAH,360,24,0_3,MARRIED,c1,AS,12_18,12_24,OT,100_9999,481,262,consumer_credit,bad
Female,33,2200,UAH,360,24,0_3,SINGLE,c2,AS,24_60,24_60,EC,100_9999,681,262,consumer_credit,bad
Female,51,2000,UAH,360,24,0_3,SINGLE,c1,AS,120_9999,120_9999,EC,100_9999,700,262,consumer_credit,good
Male,51,600,UAH,360,24,0_3,SINGLE,c0,AS,120_9999,120_9999,HI,100_9999,557,262,consumer_credit,bad
Male,34,5000,UAH,360,24,0_3,MARRIED,c1,TM,24_60,24_60,OT,0_5,8653,262,consumer_credit,good
Male,43,7000,UAH,360,24,120_9999,MARRIED,c0,AS,24_60,24_60,ASTL,6_15,1301,262,consumer_credit,good
Male,49,2000,UAH,360,24,120_9999,MARRIED,c0,AS,0_3,0_12,PSL,31_50,562,153,consumer_credit,bad
Male,27,25000,UAH,1080,15,120_9999,MARRIED,c0,TM,120_9999,120_9999,RE,6_15,4592,3167,overhaul,good
Male,49,25000,UAH,1800,15,120_9999,MARRIED,c0,TM,24_60,24_60,OT,31_50,2246,500,consumer_credit,good
Male,58,75000,UAH,1800,15,120_9999,MARRIED,c0,SP,24_60,24_60,WB,6_15,6943,1800,consumer_credit,good
Male,40,10000,UAH,360,24,0_3,MARRIED,c0,AS,24_60,12_24,WB,6_15,2500,360,consumer_credit,good
Female,30,50000,UAH,1080,15,120_9999,MARRIED,c0,TM,12_18,12_24,WB,0_5,5288,480,overhaul,good
Male,48,500000,UAH,2520,15,120_9999,DIVORCED,c1,TM,60_120,60_120,FMCG,6_15,39774,9050,consumer_credit,good
Male,56,25000,UAH,1080,15,120_9999,MARRIED,c0,TM,24_60,24_60,WB,0_5,1845,360,overhaul,good
Female,49,1500,UAH,360,24,120_9999,MARRIED,c0,AS,24_60,24_60,ASTL,6_15,411,153,consumer_credit,bad
Female,49,50000,UAH,2520,17,120_9999,MARRIED,c2,SP,60_120,60_120,WB,6_15,3320,1150,consumer_credit,good
Female,38,1900,UAH,360,24,120_9999,SINGLE,c0,AS,24_60,24_60,MFC,31_50,446,153,consumer_credit,good
Male,42,60000,UAH,1080,15,120_9999,MARRIED,c1,TM,60_120,60_120,WB,6_15,4905,1100,consumer_credit,good
Female,46,10000,UAH,360,24,120_9999,MARRIED,c1,TM,24_60,24_60,OT,31_50,2666,262,consumer_credit,good
Female,43,2500,UAH,360,24,120_9999,MARRIED,c0,AS,120_9999,24_60,FMCG,51_100,590,153,consumer_credit,good
Female,54,1650,UAH,360,24,120_9999,DIVORCED,c1,AS,12_18,12_24,OT,6_15,397,153,consumer_credit,good
